query6: Se desea un listado de todas las parejas de productos que aparezcan en más de un carro de la compra
 productcode | productcode | cestas 
 S18_3259    | S12_3148    |     14
 S24_1937    | S24_2887    |     11
 S18_3232    | S12_1108    |      2
 S24_2022    | S18_1097    |      5
 S24_4258    | S18_2238    |      4
 S50_4713    | S12_4675    |      3
 S700_3962   | S24_2841    |      5
 S700_3167   | S10_1678    |      6
 S18_1984    | S18_2795    |      2
 S12_2823    | S12_3990    |      7
 S18_3278    | S10_4698    |      3
 S24_2840    | S18_3259    |      3
 S24_3191    | S18_2325    |     11
 S24_2887    | S18_1749    |     13
 S700_2047   | S24_2841    |     24
 S24_4278    | S18_2625    |      8
 S700_1138   | S700_2610   |     21
 S18_3140    | S12_4473    |      2
 S24_3969    | S18_2248    |     20
 S24_3191    | S18_4933    |     19
 S12_3990    | S18_3278    |     20
 S18_1097    | S12_1666    |     24
 S24_2887    | S18_1984    |      4
 S24_1578    | S24_3371    |      2
 S18_2949    | S18_4600    |      8
 S24_3371    | S18_1129    |     11
 S18_1984    | S18_1589    |     14
 S24_2022    | S24_4258    |      8
 S24_2022    | S24_2887    |      8
 S24_4620    | S18_3232    |      5
 S18_3232    | S12_3891    |      3
 S32_3207    | S12_3891    |     15
 S72_1253    | S24_3151    |      7
 S18_2319    | S10_4962    |     11
 S32_1374    | S32_4485    |      3
 S18_3320    | S24_1937    |      9
 S24_3949    | S700_1691   |     18
 S24_3420    | S24_1785    |      8
 S10_2016    | S18_1889    |      2
 S10_1949    | S18_2949    |     22
 S32_1268    | S18_4027    |      3
 S700_3167   | S700_2610   |      3
 S18_4522    | S72_3212    |     20
 S18_1129    | S12_3380    |      9
 S24_3151    | S24_3816    |     16
 S18_4409    | S24_1937    |     17
 S50_4713    | S18_2795    |      2
 S18_3782    | S18_2625    |      2
 S12_4675    | S24_1046    |      3
 S18_3278    | S12_4675    |     13
 S18_3685    | S24_3371    |      6
 S18_2795    | S18_2248    |     13
 S24_1046    | S18_2870    |     12
 S18_2238    | S24_4258    |      4
 S24_2841    | S700_2834   |      3
 S18_2625    | S18_3782    |      2
 S18_3278    | S18_1889    |     14
 S18_3029    | S700_3962   |     12
 S12_4675    | S12_2823    |      3
 S24_1578    | S12_3380    |      3
 S18_1749    | S18_4933    |     16
 S24_1444    | S32_3207    |     17
 S700_2610   | S18_3259    |     10
 S18_2581    | S18_3856    |      4
 S12_3380    | S32_1374    |      2
 S32_1374    | S18_3278    |      2
 S24_3151    | S24_1785    |      2
 S700_1691   | S10_4698    |      7
 S18_4027    | S700_3505   |      4
 S12_1108    | S700_2610   |      4
 S18_1589    | S12_3990    |      4
 S24_2972    | S18_4721    |      9
 S24_2000    | S32_4485    |      4
 S18_3856    | S700_3505   |      8
 S12_1108    | S50_1514    |     20
 S24_4258    | S18_4027    |      2
 S12_4675    | S32_1374    |      2
 S700_4002   | S24_1578    |      3
 S50_1514    | S700_1938   |     13
 S18_2248    | S24_1046    |     13
 S18_3140    | S12_1108    |     14
 S24_1937    | S12_1666    |      3
 S18_2325    | S18_1589    |      4
 S10_1678    | S32_2206    |      8
 S12_4473    | S50_1392    |     19
 S24_2840    | S18_4668    |      4
 S700_2834   | S24_1785    |     20
 S700_3962   | S18_4522    |     19
 S18_1589    | S24_1937    |      3
 S700_1691   | S24_3816    |      4
 S18_4522    | S12_3891    |     10
 S50_1341    | S32_4289    |     24
 S18_2870    | S18_3232    |     14
 S12_4473    | S18_3259    |      3
 S12_2823    | S32_1374    |      7
 S18_3232    | S18_1129    |     20
 S700_1691   | S10_2016    |      8
 S24_1444    | S32_2509    |     18
 S18_1889    | S12_1099    |     17
 S18_4721    | S18_3782    |     23
 S72_1253    | S10_4757    |     15
 S72_1253    | S10_1678    |      2
 S12_4473    | S18_4668    |      6
 S18_4933    | S24_4258    |      2
 S18_1749    | S18_1097    |      2
 S24_3420    | S72_3212    |      4
 S18_2325    | S18_4668    |      2
 S18_2319    | S700_2824   |      8
 S18_3782    | S24_2360    |     20
 S18_1984    | S24_3856    |     15
 S18_3232    | S18_4027    |     10
 S24_3816    | S50_1341    |      4
 S18_1342    | S24_3969    |     12
 S18_2238    | S24_4048    |     20
 S18_2957    | S12_1666    |     11
 S18_2795    | S24_3191    |      5
 S12_3380    | S10_2016    |      2
 S72_3212    | S18_3029    |     12
 S18_1367    | S24_3969    |     10
 S24_2972    | S18_3782    |      7
 S18_3320    | S24_2022    |     11
 S18_2957    | S18_3320    |     20
 S700_1138   | S18_4027    |      3
 S50_1514    | S12_3891    |     20
 S24_1785    | S24_3420    |      8
 S18_1749    | S18_2957    |      4
 S700_2610   | S700_2466   |      4
 S18_4668    | S18_1342    |      3
 S12_1666    | S24_4258    |      6
 S12_1666    | S18_3136    |     12
 S700_3505   | S24_3151    |     20
 S18_2957    | S18_4933    |      3
 S50_1341    | S10_2016    |      8
 S32_1374    | S18_1662    |      3
 S12_4675    | S18_3685    |      8
 S24_1937    | S18_3136    |      7
 S24_4048    | S24_1444    |     24
 S18_3140    | S72_3212    |     15
 S18_3259    | S700_2610   |     10
 S12_2823    | S32_4485    |     16
 S24_2766    | S18_1749    |     12
 S72_1253    | S18_4522    |      2
 S50_1514    | S18_4522    |     10
 S12_1666    | S32_3522    |     21
 S24_2360    | S24_2000    |      5
 S24_2300    | S18_2432    |     22
 S18_3232    | S24_2840    |     24
 S50_1341    | S24_3420    |      9
 S700_4002   | S24_3151    |      4
 S18_2625    | S24_4278    |      8
 S18_3856    | S72_1253    |     22
 S72_1253    | S72_3212    |      6
 S24_2840    | S12_3148    |      6
 S32_3207    | S12_3148    |     15
 S24_2887    | S18_2957    |      2
 S18_4600    | S18_3136    |      8
 S10_1678    | S24_1578    |     23
 S18_1749    | S18_2870    |      5
 S32_2206    | S18_3482    |     13
 S18_4409    | S24_3432    |     14
 S18_1589    | S12_3380    |      5
 S32_2509    | S12_3891    |      5
 S10_1949    | S18_2957    |     17
 S50_1392    | S18_4600    |      4
 S18_1662    | S700_2834   |      5
 S18_1342    | S18_1097    |      6
 S10_1949    | S10_4962    |     15
 S18_3320    | S18_1367    |     17
 S24_1785    | S24_1578    |      7
 S18_3856    | S24_2841    |     23
 S700_1138   | S24_2011    |     20
 S24_2300    | S32_2509    |     16
 S24_1578    | S10_1678    |     23
 S24_2011    | S24_3151    |     20
 S50_1514    | S18_2238    |      8
 S18_2949    | S18_2957    |     23
 S18_2581    | S24_1785    |     25
 S24_4258    | S18_1342    |     12
 S18_2581    | S12_2823    |      2
 S32_1268    | S32_2509    |     13
 S18_3232    | S18_3278    |      7
 S24_2000    | S18_1662    |      3
 S32_4289    | S24_1578    |      4
 S18_3232    | S12_3148    |      5
 S18_2581    | S700_3962   |      3
 S18_4027    | S18_2432    |      2
 S18_1984    | S18_3232    |     20
 S12_2823    | S10_2016    |     14
 S24_2766    | S24_3856    |      3
 S18_4721    | S12_2823    |      7
 S32_2206    | S12_3990    |      8
 S24_1628    | S24_2022    |      3
 S700_1138   | S700_1938   |     12
 S18_1662    | S24_2841    |     23
 S18_2432    | S18_1342    |      2
 S50_4713    | S18_1129    |      4
 S24_1937    | S18_1589    |      3
 S18_2248    | S18_4933    |     16
 S18_2581    | S18_3029    |      5
 S12_2823    | S24_2000    |     11
 S24_4048    | S24_2300    |      8
 S700_3962   | S24_3420    |      4
 S18_1589    | S18_1889    |      8
 S18_2870    | S24_3371    |      6
 S24_2972    | S12_3380    |     13
 S12_2823    | S10_4698    |     18
 S24_4620    | S18_3685    |      3
 S18_2238    | S18_2319    |     19
 S24_3420    | S10_4757    |     13
 S18_4409    | S24_2887    |     18
 S10_4698    | S72_1253    |      2
 S18_2325    | S12_1666    |      2
 S24_1937    | S18_1749    |     18
 S18_4721    | S18_1984    |      5
 S18_3482    | S32_4485    |     10
 S24_3191    | S18_1589    |     12
 S18_3685    | S12_4675    |      8
 S700_2466   | S24_4278    |     18
 S50_1514    | S18_4027    |     21
 S24_3949    | S10_4757    |      7
 S24_3151    | S700_1138   |     25
 S12_1108    | S18_3140    |     14
 S24_2000    | S12_4675    |      4
 S700_2610   | S72_3212    |     20
 S24_3949    | S24_2000    |      6
 S24_4620    | S24_3856    |     12
 S18_3482    | S32_2206    |     13
 S50_4713    | S10_2016    |      4
 S18_4600    | S12_3148    |      2
 S32_1268    | S18_3320    |      3
 S10_1678    | S24_2000    |     16
 S18_1984    | S24_3191    |      6
 S10_4962    | S50_1392    |      4
 S24_2011    | S12_3891    |     10
 S24_1785    | S24_2000    |     10
 S24_2360    | S24_3371    |      9
 S24_4620    | S18_1589    |      3
 S12_1666    | S10_4962    |     20
 S12_4473    | S50_1514    |      5
 S50_1341    | S32_1374    |     15
 S50_1514    | S18_3259    |     14
 S24_2022    | S24_3969    |     15
 S18_2949    | S24_3969    |      3
 S18_2325    | S18_1984    |      3
 S18_1129    | S18_2325    |      3
 S72_1253    | S18_1662    |     19
 S700_2834   | S700_2047   |      4
 S18_2870    | S24_2972    |     12
 S18_3029    | S10_4757    |     19
 S18_4027    | S24_2300    |      4
 S18_4668    | S18_4027    |      2
 S18_1097    | S10_4962    |     17
 S32_4289    | S24_2000    |     11
 S18_2949    | S18_4668    |     12
 S18_4933    | S18_3685    |      5
 S10_2016    | S700_2466   |      6
 S10_2016    | S24_2360    |      4
 S700_2466   | S700_4002   |     25
 S24_2766    | S18_1889    |      3
 S24_2000    | S50_4713    |      4
 S32_3207    | S18_3259    |      9
 S32_1374    | S24_2360    |      4
 S18_3140    | S32_2509    |      2
 S18_4027    | S18_3259    |     11
 S700_1138   | S50_1514    |      6
 S24_1628    | S18_2325    |      7
 S700_2834   | S50_1341    |     20
 S24_4258    | S12_1108    |      2
 S24_1046    | S24_2766    |     21
 S10_4757    | S18_3259    |      5
 S24_4620    | S12_4675    |      8
 S24_2972    | S18_3232    |     21
 S24_1628    | S18_2795    |      3
 S10_4962    | S24_2840    |      8
 S24_3191    | S24_2887    |     22
 S32_4485    | S18_3278    |     10
 S10_4757    | S18_1662    |     12
 S24_2766    | S18_4409    |     16
 S700_3505   | S24_2841    |      5
 S32_4485    | S10_4698    |      7
 S700_3505   | S700_3962   |     25
 S18_3136    | S18_2325    |      7
 S12_3148    | S32_3207    |     15
 S24_1785    | S700_2834   |     20
 S18_4600    | S12_1666    |     17
 S12_3891    | S24_4048    |     11
 S18_1984    | S18_3482    |      6
 S18_2248    | S10_1949    |      2
 S24_2766    | S24_3432    |     23
 S24_4278    | S24_3949    |     15
 S18_3482    | S24_4620    |     20
 S24_3151    | S18_3140    |     12
 S12_1099    | S24_2972    |     11
 S72_1253    | S700_4002   |     16
 S18_4600    | S18_2238    |      6
 S72_1253    | S700_1138   |      7
 S24_2840    | S24_4258    |      2
 S24_3816    | S700_2610   |     16
 S24_2022    | S18_4933    |     10
 S18_2238    | S18_4027    |     12
 S18_1342    | S24_2887    |      6
 S700_1138   | S32_3207    |      3
 S24_1785    | S24_3151    |      2
 S700_2466   | S24_2000    |      9
 S700_1691   | S24_3420    |      9
 S24_2841    | S72_3212    |      5
 S18_2432    | S18_3320    |      4
 S18_4721    | S24_3371    |     18
 S12_3380    | S12_3990    |     23
 S32_3522    | S24_4258    |     11
 S12_1099    | S12_4675    |     18
 S12_3891    | S24_3151    |      6
 S18_3259    | S700_3505   |     13
 S18_3278    | S32_4485    |     10
 S18_2319    | S18_2432    |     17
 S12_1108    | S700_3962   |      7
 S24_3816    | S10_4757    |     21
 S18_2325    | S18_2949    |      5
 S32_3522    | S18_2319    |      8
 S32_1374    | S12_4675    |      2
 S18_2957    | S24_2300    |      3
 S24_4048    | S12_1108    |     11
 S10_4962    | S10_1949    |     15
 S24_3151    | S18_3259    |     13
 S18_2949    | S18_1097    |     19
 S18_2432    | S18_2949    |      8
 S18_4027    | S700_2824   |      2
 S24_3371    | S12_1099    |     22
 S18_2870    | S18_1749    |      5
 S24_1578    | S18_3782    |      6
 S24_3949    | S18_3856    |     14
 S10_4962    | S24_2300    |     16
 S32_2206    | S18_1589    |      3
 S18_1662    | S700_2610   |      9
 S18_1889    | S18_4721    |      8
 S700_4002   | S32_1374    |      8
 S18_1367    | S10_4962    |      5
 S24_3151    | S24_3949    |      4
 S12_3891    | S24_2840    |      4
 S18_3232    | S18_3482    |      7
 S24_2887    | S18_2870    |      7
 S24_1785    | S24_3816    |      4
 S18_1129    | S18_2795    |      2
 S700_2834   | S32_4485    |      3
 S18_3278    | S32_1374    |      2
 S12_4675    | S18_2870    |      8
 S12_1099    | S12_3380    |     23
 S12_3891    | S24_1444    |      8
 S18_3136    | S18_1367    |     16
 S700_2047   | S10_2016    |      2
 S18_2625    | S12_3990    |      4
 S18_1129    | S18_3782    |      4
 S18_4522    | S700_2047   |      2
 S700_2466   | S18_3856    |     11
 S18_3782    | S18_1889    |      6
 S18_2625    | S12_4675    |      3
 S12_1099    | S18_1589    |      4
 S72_3212    | S12_3891    |      8
 S18_3482    | S12_2823    |      4
 S700_1138   | S72_3212    |     20
 S18_4027    | S700_1138   |      3
 S18_2432    | S24_4048    |      7
 S72_1253    | S32_4289    |      5
 S18_2870    | S18_1129    |     15
 S18_2949    | S18_3136    |     24
 S32_1268    | S18_2238    |     11
 S700_4002   | S50_1341    |     18
 S700_2466   | S18_3029    |     10
 S32_1374    | S10_4698    |     14
 S18_1749    | S24_2972    |      2
 S24_2972    | S24_3432    |      4
 S50_1514    | S72_3212    |      8
 S12_3148    | S18_3259    |     14
 S12_1666    | S18_3320    |      7
 S24_3420    | S700_2610   |      8
 S18_4668    | S12_1108    |      2
 S24_3949    | S24_4278    |     15
 S24_3856    | S18_3482    |     14
 S32_2509    | S18_4600    |      9
 S700_4002   | S10_4698    |      5
 S24_2841    | S700_2466   |     14
 S18_3320    | S18_2248    |      8
 S700_2834   | S24_3420    |      4
 S18_3232    | S24_4258    |      2
 S700_2824   | S24_2300    |     17
 S24_2000    | S18_2581    |     12
 S24_3969    | S18_2957    |      5
 S18_1984    | S24_1628    |     11
 S24_3949    | S700_4002   |     27
 S18_4721    | S10_2016    |      2
 S32_2509    | S18_3140    |      2
 S10_1678    | S18_2581    |      6
 S18_1984    | S24_3432    |      8
 S24_4258    | S24_1937    |      6
 S700_2824   | S24_1444    |      4
 S12_3891    | S24_2300    |      2
 S24_2766    | S18_3685    |      8
 S24_2360    | S18_4721    |     17
 S12_3990    | S18_2870    |      5
 S18_3685    | S18_1129    |     17
 S700_2834   | S700_1691   |     20
 S12_1099    | S18_1129    |      8
 S24_2000    | S10_2016    |     20
 S18_1367    | S18_2248    |     10
 S18_4933    | S24_3432    |     17
 S18_3232    | S50_1392    |     16
 S18_1589    | S18_2325    |      4
 S24_4278    | S10_1678    |      7
 S12_3891    | S700_2610   |      4
 S18_4933    | S18_3136    |      3
 S700_4002   | S18_1662    |     18
 S18_3029    | S24_4278    |      3
 S24_4620    | S24_2972    |     10
 S32_1268    | S24_2300    |     23
 S24_3949    | S10_1678    |      3
 S18_3136    | S18_4933    |      3
 S32_2509    | S50_1514    |      7
 S32_1374    | S700_4002   |      8
 S18_1342    | S18_2248    |     10
 S32_2206    | S10_4698    |      7
 S18_2870    | S24_3191    |     10
 S18_2238    | S32_2509    |     18
 S24_2840    | S32_1268    |     14
 S24_2841    | S24_4278    |      5
 S18_2325    | S18_3136    |      7
 S700_2824   | S18_2432    |     11
 S24_3371    | S18_1984    |     10
 S18_3482    | S12_1099    |     19
 S72_3212    | S24_3816    |     12
 S18_2432    | S32_1268    |     17
 S24_2972    | S24_2360    |      3
 S12_3990    | S24_3371    |     22
 S72_1253    | S24_2841    |     23
 S24_3151    | S700_3505   |     20
 S24_3816    | S18_3259    |      8
 S18_2795    | S18_2957    |     11
 S700_3505   | S12_3891    |      6
 S24_1444    | S50_1514    |     10
 S18_3259    | S700_1138   |     14
 S12_1099    | S12_2823    |      8
 S18_3140    | S700_1138   |     13
 S700_2834   | S18_2625    |     11
 S24_1444    | S18_4600    |      4
 S18_2870    | S24_4620    |      3
 S24_2011    | S24_3816    |     12
 S24_1785    | S700_3167   |     20
 S12_3891    | S50_1392    |      9
 S50_4713    | S700_3167   |      2
 S18_3136    | S18_2795    |     11
 S18_4027    | S18_4668    |      2
 S24_2011    | S72_3212    |     22
 S24_3432    | S24_3856    |      4
 S24_3856    | S18_1589    |     11
 S24_1785    | S10_4698    |      9
 S24_4048    | S18_2238    |     20
 S24_3856    | S12_3990    |     13
 S12_3148    | S32_3522    |      5
 S24_3856    | S18_3685    |     11
 S24_3432    | S24_3191    |     23
 S18_2238    | S12_1108    |      8
 S10_4757    | S18_3029    |     19
 S18_1129    | S24_2887    |      4
 S700_2466   | S24_2841    |     14
 S24_3420    | S700_1691   |      9
 S700_2047   | S18_2581    |      4
 S18_4409    | S18_2248    |     20
 S700_2824   | S18_1367    |      2
 S18_1749    | S24_3191    |     12
 S24_3816    | S12_3891    |      2
 S700_1691   | S18_2581    |     17
 S18_1749    | S24_1046    |     12
 S12_4473    | S700_2824   |      9
 S24_2840    | S32_3522    |      5
 S700_2610   | S18_2581    |      4
 S18_3029    | S24_2841    |     19
 S700_2610   | S12_3148    |      3
 S12_3990    | S18_3782    |     10
 S18_2325    | S24_2022    |     20
 S24_1578    | S50_4713    |      9
 S18_1097    | S18_2432    |     11
 S18_3278    | S12_1099    |     20
 S24_3949    | S24_1578    |      3
 S18_1589    | S12_4675    |      7
 S24_3816    | S700_1691   |      4
 S700_2466   | S700_3962   |      2
 S18_2957    | S18_1097    |     15
 S18_4027    | S32_2509    |      8
 S24_4620    | S18_2625    |      2
 S12_3891    | S12_4473    |      6
 S24_2840    | S24_1444    |     21
 S18_4522    | S700_1938   |     20
 S24_3191    | S24_2022    |      7
 S18_2625    | S700_1691   |      6
 S24_2022    | S10_4962    |      2
 S24_3191    | S24_3969    |     13
 S72_1253    | S50_1341    |      7
 S18_4721    | S24_2360    |     17
 S18_3232    | S24_2300    |     18
 S18_1749    | S24_2022    |     14
 S72_1253    | S18_3029    |     20
 S24_1628    | S18_1129    |     10
 S18_2319    | S18_4600    |     12
 S700_3505   | S18_4522    |     18
 S18_3259    | S10_4757    |      5
 S700_3962   | S700_3505   |     25
 S18_1889    | S10_1678    |      2
 S700_3962   | S72_1253    |      6
 S24_1628    | S18_4409    |     11
 S24_3432    | S24_1046    |     23
 S18_2581    | S24_2000    |     12
 S24_4278    | S700_2834   |     24
 S12_1099    | S24_2360    |      9
 S12_1666    | S24_2840    |      2
 S700_3962   | S700_4002   |      3
 S50_4713    | S18_1889    |      2
 S18_2795    | S18_2949    |      9
 S18_3232    | S32_2206    |      3
 S24_4620    | S12_1099    |     15
 S24_2000    | S18_2625    |     21
 S18_1749    | S24_1937    |     18
 S700_2466   | S24_1785    |     17
 S18_3029    | S18_3856    |     24
 S10_4698    | S10_2016    |     24
 S12_3990    | S24_2972    |     11
 S18_1367    | S18_2432    |      5
 S24_3191    | S24_1628    |     15
 S10_4698    | S24_2000    |     18
 S12_3990    | S12_1099    |     26
 S700_3962   | S24_1785    |      2
 S24_1937    | S18_4668    |      2
 S18_1367    | S24_3191    |      3
 S18_4933    | S24_2887    |     21
 S18_4668    | S18_4600    |     16
 S24_2300    | S10_1949    |      5
 S18_2325    | S18_3320    |      9
 S24_3151    | S12_1108    |      5
 S18_1662    | S700_3962   |      6
 S700_3167   | S10_4698    |      6
 S24_1785    | S700_3505   |      2
 S18_3278    | S10_1678    |      4
 S24_2972    | S24_1046    |      5
 S24_1628    | S12_1099    |      2
 S72_3212    | S700_3962   |     26
 S24_3816    | S18_2581    |      2
 S10_4698    | S18_3278    |      3
 S18_1889    | S18_2870    |      9
 S700_2047   | S700_3505   |      6
 S24_2972    | S18_3685    |     13
 S24_1937    | S18_1342    |     16
 S24_4620    | S10_1678    |      4
 S18_2325    | S24_2766    |     11
 S24_1578    | S12_3990    |      5
 S700_3167   | S18_3856    |      9
 S700_2610   | S700_3167   |      3
 S18_1889    | S32_1374    |      2
 S24_2011    | S72_1253    |      3
 S24_4278    | S24_1785    |     23
 S700_4002   | S72_3212    |      3
 S10_4962    | S18_3232    |     11
 S18_3029    | S24_2011    |      8
 S10_4962    | S18_1342    |      2
 S18_3140    | S18_2238    |      3
 S18_3259    | S700_3962   |     14
 S12_3990    | S18_3685    |      5
 S50_4713    | S32_1374    |      3
 S18_1367    | S18_4933    |      5
 S700_2824   | S10_1949    |     14
 S24_1444    | S12_3148    |     11
 S32_4289    | S24_3420    |      7
 S18_2795    | S50_4713    |      2
 S12_3380    | S24_4620    |     12
 S18_1889    | S10_2016    |      2
 S18_3320    | S18_2949    |     18
 S50_1514    | S18_3232    |      5
 S24_3371    | S50_4713    |      8
 S700_2834   | S18_1662    |      5
 S24_4620    | S24_3371    |     19
 S10_2016    | S32_2206    |      4
 S24_2011    | S18_4027    |      6
 S12_4675    | S24_3371    |     14
 S18_2238    | S32_3522    |      4
 S24_4620    | S18_3782    |     20
 S18_1662    | S700_3167   |     12
 S12_2823    | S12_3380    |      4
 S24_2011    | S700_1138   |     20
 S700_2466   | S10_4698    |      5
 S700_3505   | S24_3816    |     12
 S24_2022    | S24_1937    |     22
 S700_1938   | S12_3148    |     12
 S24_1046    | S18_3232    |      5
 S700_4002   | S24_3949    |     27
 S18_2432    | S18_1367    |      5
 S12_3891    | S18_3140    |     16
 S24_1578    | S18_3278    |      4
 S10_4757    | S700_3962   |     13
 S32_3207    | S24_2840    |     11
 S18_3232    | S12_3990    |     10
 S18_2319    | S12_1108    |      2
 S700_2466   | S24_1578    |      3
 S32_3522    | S32_2509    |      4
 S12_3380    | S12_1099    |     23
 S24_4048    | S700_2824   |      2
 S18_4721    | S12_4675    |      7
 S18_1662    | S24_3949    |     19
 S24_2011    | S32_3207    |      3
 S18_4409    | S18_3685    |      4
 S700_1138   | S18_1662    |      5
 S24_3969    | S24_2022    |     15
 S18_3140    | S18_4522    |     21
 S10_4757    | S50_1341    |      2
 S18_1889    | S10_4698    |      2
 S24_3432    | S18_1984    |      8
 S18_2238    | S12_4473    |     25
 S700_1691   | S18_2625    |      6
 S18_1662    | S700_2047   |     19
 S24_2300    | S32_3522    |     15
 S18_3320    | S18_4600    |      6
 S50_1341    | S24_2841    |      8
 S24_2000    | S50_1341    |     10
 S24_4048    | S18_4600    |      2
 S18_4522    | S50_1514    |     10
 S18_3136    | S18_3320    |     20
 S700_1938   | S700_3962   |     17
 S18_3259    | S18_3140    |     25
 S32_2509    | S32_1268    |     13
 S18_4933    | S18_2957    |      3
 S18_2870    | S32_2206    |      2
 S18_4721    | S32_2206    |     18
 S18_2949    | S18_4409    |      2
 S18_3136    | S18_1342    |     13
 S700_1138   | S700_3505   |     21
 S18_1129    | S18_2870    |     15
 S10_1678    | S24_3949    |      3
 S12_3148    | S18_3232    |      5
 S700_3962   | S72_3212    |     26
 S18_1097    | S32_1268    |      9
 S12_1099    | S18_3232    |      9
 S32_2509    | S50_1392    |     19
 S50_1392    | S50_1514    |     14
 S18_3856    | S72_3212    |      8
 S10_4757    | S24_3816    |     21
 S700_2834   | S18_2581    |     21
 S18_3482    | S18_3782    |     17
 S24_2972    | S24_3856    |     24
 S700_1938   | S50_1392    |      3
 S18_3856    | S24_4278    |      4
 S18_2625    | S18_1889    |      3
 S32_1268    | S700_2824   |     21
 S10_4757    | S700_2047   |     15
 S32_4485    | S12_3990    |      7
 S24_3420    | S18_2581    |      5
 S18_1889    | S18_1984    |     13
 S18_3278    | S24_3856    |     13
 S10_2016    | S10_4698    |     24
 S700_2834   | S18_3856    |      3
 S24_3151    | S18_4522    |     17
 S24_1785    | S18_2581    |     25
 S24_3949    | S18_1662    |     19
 S24_3191    | S18_2795    |      5
 S18_1889    | S24_1046    |      3
 S18_3856    | S18_3259    |      2
 S24_2840    | S12_3891    |      4
 S700_3962   | S700_2610   |     20
 S700_3167   | S700_1691   |     24
 S18_2870    | S18_3685    |     22
 S24_2841    | S700_4002   |     17
 S18_1889    | S12_2823    |      2
 S72_1253    | S24_1578    |      2
 S32_3522    | S12_3148    |      5
 S700_3167   | S24_2360    |      2
 S18_2957    | S18_2795    |     11
 S24_2022    | S18_1367    |     18
 S700_3505   | S12_1108    |      6
 S32_1268    | S18_3232    |     13
 S12_3148    | S18_2238    |     12
 S32_2206    | S18_1129    |      4
 S18_2248    | S18_3685    |      3
 S24_4620    | S18_3278    |     20
 S72_3212    | S24_3151    |     19
 S24_1046    | S18_1749    |     12
 S18_1367    | S18_3136    |     16
 S18_3140    | S50_1514    |     14
 S24_4048    | S32_3207    |     20
 S18_3232    | S12_3380    |     11
 S10_4698    | S700_4002   |      5
 S10_1678    | S24_4278    |      7
 S12_4473    | S18_2432    |     13
 S10_1678    | S18_3482    |      2
 S24_1785    | S18_3029    |      6
 S24_3151    | S24_2011    |     20
 S18_3136    | S18_2949    |     24
 S18_2870    | S24_3432    |     12
 S18_1589    | S18_3685    |     20
 S18_3782    | S10_2016    |      2
 S18_3856    | S24_3949    |     14
 S32_1374    | S50_1341    |     15
 S32_4485    | S24_1578    |      9
 S32_2206    | S10_2016    |      4
 S18_4522    | S18_3029    |      7
 S700_1138   | S12_3148    |      5
 S700_2047   | S24_4278    |      5
 S18_3278    | S24_4620    |     20
 S18_1889    | S24_2000    |      4
 S700_3962   | S18_1662    |      6
 S24_2360    | S32_4485    |     25
 S700_2466   | S24_3816    |      7
 S18_2238    | S18_3232    |     18
 S18_2325    | S18_1367    |     13
 S18_4721    | S24_4620    |     24
 S32_3207    | S700_1138   |      3
 S24_3432    | S24_1628    |     17
 S700_1691   | S24_2000    |     10
 S32_4485    | S18_1889    |      2
 S24_1046    | S18_2248    |     13
 S50_4713    | S18_2625    |      4
 S24_3420    | S700_1138   |      5
 S18_3782    | S32_4485    |     18
 S18_3320    | S24_2766    |      2
 S24_2360    | S18_3482    |     12
 S18_2795    | S10_1949    |      5
 S24_3432    | S24_3969    |     12
 S24_2360    | S10_1678    |     12
 S10_4757    | S24_2011    |     12
 S24_1444    | S24_2840    |     21
 S24_3420    | S50_1341    |      9
 S18_1749    | S24_2766    |     12
 S32_4485    | S24_3371    |      9
 S18_2625    | S24_4620    |      2
 S50_4713    | S24_2000    |      4
 S24_1578    | S32_2206    |      8
 S700_2824   | S18_2238    |      6
 S24_3969    | S18_2325    |     19
 S18_3232    | S24_2887    |      2
 S18_3029    | S18_2581    |      5
 S32_4289    | S50_1341    |     24
 S24_3191    | S24_1937    |     10
 S24_4278    | S24_2841    |      5
 S18_2795    | S24_1046    |      5
 S10_4962    | S18_3320    |      4
 S18_3278    | S10_2016    |      3
 S50_4713    | S18_3278    |     10
 S32_4289    | S24_2841    |      6
 S18_3029    | S24_3816    |     22
 S18_2949    | S18_1367    |     14
 S18_1367    | S18_1342    |     25
 S18_4933    | S18_1342    |      6
 S24_2972    | S18_3482    |     12
 S24_2022    | S24_3191    |      7
 S700_2834   | S700_4002   |     12
 S700_1938   | S18_4027    |     10
 S50_1392    | S18_3140    |      6
 S12_3148    | S24_4048    |     10
 S18_2238    | S18_3259    |      4
 S18_1129    | S32_2206    |      4
 S12_4675    | S12_1099    |     18
 S24_3856    | S24_2766    |      3
 S50_4713    | S10_4698    |      7
 S72_1253    | S24_4278    |      4
 S18_3782    | S18_3278    |     16
 S12_1666    | S18_1367    |      6
 S32_3207    | S24_2300    |      4
 S18_1367    | S18_4409    |      8
 S24_3191    | S24_3856    |      3
 S24_4278    | S32_4289    |     24
 S18_1984    | S18_2325    |      3
 S10_4698    | S18_4721    |      3
 S24_3816    | S24_2841    |     17
 S700_3167   | S24_3420    |     11
 S24_1785    | S24_2841    |      9
 S18_2795    | S18_1749    |     12
 S10_4962    | S32_1268    |     19
 S18_4027    | S700_3962   |      5
 S12_1099    | S18_2870    |      5
 S18_3140    | S24_3816    |      7
